Country,Concept,LocalTerm,table_index,table_heading
Guatemala,Artefacto sanitario que recoge y evacua los excrementos Inodoro,"inodoro, toilet, vatér, servicio, sanitario",153,"Cuerpo, salud e higiene (3)"
México,Artefacto sanitario que recoge y evacua los excrementos Inodoro,"retrete, escusado, taza",153,"Cuerpo, salud e higiene (3)"
Puerto Rico,Artefacto sanitario que recoge y evacua los excrementos Inodoro,"inodoro, toilet",153,"Cuerpo, salud e higiene (3)"
España,"Parte de la cara del ser humano y algunos animales situada debajo de la boca, especialmente el extremo inferior Barbilla","barbilla, mentón",154,"Cuerpo, salud e higiene (4)"
Guatemala,"Parte de la cara del ser humano y algunos animales situada debajo de la boca, especialmente el extremo inferior Barbilla","barbilla, mentón",154,"Cuerpo, salud e higiene (4)"
México,"Parte de la cara del ser humano y algunos animales situada debajo de la boca, especialmente el extremo inferior Barbilla","barbilla, mentón, barba",154,"Cuerpo, salud e higiene (4)"
Puerto Rico,"Parte de la cara del ser humano y algunos animales situada debajo de la boca, especialmente el extremo inferior Barbilla","barbilla, mentón",154,"Cuerpo, salud e higiene (4)"
España,"Dolor muscular que se siente en una parte del cuerpo un tiempo después de haber realizado un esfuerzo físico no habitual, por ejemplo al día siguiente de hacer mucho deporte después de una larga pausa Agujetas",agujetas,154,"Cuerpo, salud e higiene (4)"
Guatemala,"Dolor muscular que se siente en una parte del cuerpo un tiempo después de haber realizado un esfuerzo físico no habitual, por ejemplo al día siguiente de hacer mucho deporte después de una larga pausa Agujetas",dolor muscular,154,"Cuerpo, salud e higiene (4)"
México,"Dolor muscular que se siente en una parte del cuerpo un tiempo después de haber realizado un esfuerzo físico no habitual, por ejemplo al día siguiente de hacer mucho deporte después de una larga pausa Agujetas","dolor muscular, envaramiento",154,"Cuerpo, salud e higiene (4)"
Puerto Rico,"Dolor muscular que se siente en una parte del cuerpo un tiempo después de haber realizado un esfuerzo físico no habitual, por ejemplo al día siguiente de hacer mucho deporte después de una larga pausa Agujetas",dolor muscular,154,"Cuerpo, salud e higiene (4)"
España,"Objeto o trozo de tela o papel que se coloca sobre la nariz y la boca y se sujeta con una goma o cinta en la cabeza, para evitar o facilitar la inhalación de ciertos gases o sustancias Mascarilla","mascarilla, bozal (coloquial)",154,"Cuerpo, salud e higiene (4)"
Guatemala,"Objeto o trozo de tela o papel que se coloca sobre la nariz y la boca y se sujeta con una goma o cinta en la cabeza, para evitar o facilitar la inhalación de ciertos gases o sustancias Mascarilla",mascarilla,154,"Cuerpo, salud e higiene (4)"
México,"Objeto o trozo de tela o papel que se coloca sobre la nariz y la boca y se sujeta con una goma o cinta en la cabeza, para evitar o facilitar la inhalación de ciertos gases o sustancias Mascarilla","cubrebocas, tapabocas",154,"Cuerpo, salud e higiene (4)"
Puerto Rico,"Objeto o trozo de tela o papel que se coloca sobre la nariz y la boca y se sujeta con una goma o cinta en la cabeza, para evitar o facilitar la inhalación de ciertos gases o sustancias Mascarilla",mascarilla,154,"Cuerpo, salud e higiene (4)"
España,Que sufre de gripe Gripe,"agripado, griposo",154,"Cuerpo, salud e higiene (4)"
Guatemala,Que sufre de gripe Gripe,"acatarrado, agripado",154,"Cuerpo, salud e higiene (4)"
México,Que sufre de gripe Gripe,"agripado, acatarrado",154,"Cuerpo, salud e higiene (4)"
Puerto Rico,Que sufre de gripe Gripe,"acatarrado, resfriado",154,"Cuerpo, salud e higiene (4)"
España,Porción de pelo que se deja crecer en la punta de la barba Perilla,perilla,154,"Cuerpo, salud e higiene (4)"
Guatemala,Porción de pelo que se deja crecer en la punta de la barba Perilla,barba de chivo,154,"Cuerpo, salud e higiene (4)"
México,Porción de pelo que se deja crecer en la punta de la barba Perilla,piocha,154,"Cuerpo, salud e higiene (4)"
Puerto Rico,Porción de pelo que se deja crecer en la punta de la barba Perilla,"chiva, chivita",154,"Cuerpo, salud e higiene (4)"
España,Accionar el inodoro Unnamed: 6_level_1,"tirar de la cadena, tirar (de) la cisterna",154,"Cuerpo, salud e higiene (4)"
Guatemala,Accionar el inodoro Unnamed: 6_level_1,"bajar la palanca, echar agua",154,"Cuerpo, salud e higiene (4)"
México,Accionar el inodoro Unnamed: 6_level_1,"bajar la palanca, bajarle (al baño/excusado), jalar la palanca, jalar la cadena, jalarle (al baño/excusado)",154,"Cuerpo, salud e higiene (4)"
Puerto Rico,Accionar el inodoro Unnamed: 6_level_1,"bajar/halar la cadena, descargar el inodoro",154,"Cuerpo, salud e higiene (4)"
España,Mechón de pelo alzado sobre la frente más que el resto del peinado Tupé,(el) tupé,154,"Cuerpo, salud e higiene (4)"
Guatemala,Mechón de pelo alzado sobre la frente más que el resto del peinado Tupé,copete,154,"Cuerpo, salud e higiene (4)"
México,Mechón de pelo alzado sobre la frente más que el resto del peinado Tupé,"copete, (el) tupé",154,"Cuerpo, salud e higiene (4)"
Puerto Rico,Mechón de pelo alzado sobre la frente más que el resto del peinado Tupé,moña,154,"Cuerpo, salud e higiene (4)"
España,Baño de vapor húmedo a elevada temperatura que produce un rápido y abundante sudor y que se toma con fines higiénicos y terapéuticos Sauna,(la) sauna,155,"Cuerpo, salud e higiene (5)"
Guatemala,Baño de vapor húmedo a elevada temperatura que produce un rápido y abundante sudor y que se toma con fines higiénicos y terapéuticos Sauna,(el) sauna,155,"Cuerpo, salud e higiene (5)"
México,Baño de vapor húmedo a elevada temperatura que produce un rápido y abundante sudor y que se toma con fines higiénicos y terapéuticos Sauna,(el) sauna,155,"Cuerpo, salud e higiene (5)"
Puerto Rico,Baño de vapor húmedo a elevada temperatura que produce un rápido y abundante sudor y que se toma con fines higiénicos y terapéuticos Sauna,(el) sauna,155,"Cuerpo, salud e higiene (5)"
España,"Dedo más largo de la mano, con tres falanges y situado en el centro Dedo medio","dedo corazón, dedo del medio",155,"Cuerpo, salud e higiene (5)"
Guatemala,"Dedo más largo de la mano, con tres falanges y situado en el centro Dedo medio",dedo del medio,155,"Cuerpo, salud e higiene (5)"
México,"Dedo más largo de la mano, con tres falanges y situado en el centro Dedo medio",dedo medio,155,"Cuerpo, salud e higiene (5)"
Puerto Rico,"Dedo más largo de la mano, con tres falanges y situado en el centro Dedo medio","dedo corazón, dedo del medio",155,"Cuerpo, salud e higiene (5)"
España,Tipo de lesión superficial llamado equimosis que es causado por una fuerte succión con la boca Sugilación,"chupetón, chupón",155,"Cuerpo, salud e higiene (5)"
Guatemala,Tipo de lesión superficial llamado equimosis que es causado por una fuerte succión con la boca Sugilación,chupón,155,"Cuerpo, salud e higiene (5)"
México,Tipo de lesión superficial llamado equimosis que es causado por una fuerte succión con la boca Sugilación,"chupetón, jique, chupón, chupete",155,"Cuerpo, salud e higiene (5)"
Puerto Rico,Tipo de lesión superficial llamado equimosis que es causado por una fuerte succión con la boca Sugilación,"chupete, chupón",155,"Cuerpo, salud e higiene (5)"
España,"Mechón de pelo enrollado y sujeto, generalmente con horquillas, en la parte posterior de la cabeza Moño (peinado)",moño,155,"Cuerpo, salud e higiene (5)"
Guatemala,"Mechón de pelo enrollado y sujeto, generalmente con horquillas, en la parte posterior de la cabeza Moño (peinado)","yoyo, chongo",155,"Cuerpo, salud e higiene (5)"
México,"Mechón de pelo enrollado y sujeto, generalmente con horquillas, en la parte posterior de la cabeza Moño (peinado)",chongo,155,"Cuerpo, salud e higiene (5)"
Puerto Rico,"Mechón de pelo enrollado y sujeto, generalmente con horquillas, en la parte posterior de la cabeza Moño (peinado)",moño,155,"Cuerpo, salud e higiene (5)"
España,Recipiente que sirve para recoger la orina y los excrementos de niños pequeños Unnamed: 5_level_1,"orinal, scupiderrb, mico, ica, bico",155,"Cuerpo, salud e higiene (5)"
Guatemala,Recipiente que sirve para recoger la orina y los excrementos de niños pequeños Unnamed: 5_level_1,"bacinica, nica (informal)",155,"Cuerpo, salud e higiene (5)"
México,Recipiente que sirve para recoger la orina y los excrementos de niños pequeños Unnamed: 5_level_1,"bacinica, nica (informal), bacinilla",155,"Cuerpo, salud e higiene (5)"
Puerto Rico,Recipiente que sirve para recoger la orina y los excrementos de niños pequeños Unnamed: 5_level_1,"bacineta, escupidera",155,"Cuerpo, salud e higiene (5)"
España,Objeto alargado que sirve para activar abrir la válvula de descarga en la parte inferior del tanque para dejar que el agua fluya hacia la taza del inodoro Unnamed: 6_level_1,cadena,155,"Cuerpo, salud e higiene (5)"
Guatemala,Objeto alargado que sirve para activar abrir la válvula de descarga en la parte inferior del tanque para dejar que el agua fluya hacia la taza del inodoro Unnamed: 6_level_1,palanca,155,"Cuerpo, salud e higiene (5)"
México,Objeto alargado que sirve para activar abrir la válvula de descarga en la parte inferior del tanque para dejar que el agua fluya hacia la taza del inodoro Unnamed: 6_level_1,palanca,155,"Cuerpo, salud e higiene (5)"
Puerto Rico,Objeto alargado que sirve para activar abrir la válvula de descarga en la parte inferior del tanque para dejar que el agua fluya hacia la taza del inodoro Unnamed: 6_level_1,cadena,155,"Cuerpo, salud e higiene (5)"
España,"Trozo de tela o papel, cuadrado, utilizado para diferentes usos, p. ej., para limpiarse la nariz: se limpió las gafas con un pañuelo Kleenex","(el) clínex, pañuelo de papel",156,"Cuerpo, salud e higiene (6)"
Guatemala,"Trozo de tela o papel, cuadrado, utilizado para diferentes usos, p. ej., para limpiarse la nariz: se limpió las gafas con un pañuelo Kleenex",(el) clínex,156,"Cuerpo, salud e higiene (6)"
México,"Trozo de tela o papel, cuadrado, utilizado para diferentes usos, p. ej., para limpiarse la nariz: se limpió las gafas con un pañuelo Kleenex","(pañuelo) clínex, pañuelo desechable",156,"Cuerpo, salud e higiene (6)"
Puerto Rico,"Trozo de tela o papel, cuadrado, utilizado para diferentes usos, p. ej., para limpiarse la nariz: se limpió las gafas con un pañuelo Kleenex","(el) clínex, pañuelo desechable",156,"Cuerpo, salud e higiene (6)"
España,Pieza de baño que sirve para orinar de pie Urinario,urinario,156,"Cuerpo, salud e higiene (6)"
Guatemala,Pieza de baño que sirve para orinar de pie Urinario,"mingitorio, orinal",156,"Cuerpo, salud e higiene (6)"
México,Pieza de baño que sirve para orinar de pie Urinario,mingitorio,156,"Cuerpo, salud e higiene (6)"
Puerto Rico,Pieza de baño que sirve para orinar de pie Urinario,urinal,156,"Cuerpo, salud e higiene (6)"
España,Porción de excremento sólido y de forma cilíndrica Unnamed: 3_level_1,"zurullo, mojón, ñordo, mocordo",156,"Cuerpo, salud e higiene (6)"
Guatemala,Porción de excremento sólido y de forma cilíndrica Unnamed: 3_level_1,"cerote, (el) chipuste",156,"Cuerpo, salud e higiene (6)"
México,Porción de excremento sólido y de forma cilíndrica Unnamed: 3_level_1,mojón,156,"Cuerpo, salud e higiene (6)"
Puerto Rico,Porción de excremento sólido y de forma cilíndrica Unnamed: 3_level_1,mojón,156,"Cuerpo, salud e higiene (6)"
España,Dispositivos de alambre que se usan para corregir dientes o mandíbulas amontonados y desalineados Aparatología fija,(los) brákets,156,"Cuerpo, salud e higiene (6)"
Guatemala,Dispositivos de alambre que se usan para corregir dientes o mandíbulas amontonados y desalineados Aparatología fija,"(los) brákets, frenos",156,"Cuerpo, salud e higiene (6)"
México,Dispositivos de alambre que se usan para corregir dientes o mandíbulas amontonados y desalineados Aparatología fija,"(los) brákets, frenos",156,"Cuerpo, salud e higiene (6)"
Puerto Rico,Dispositivos de alambre que se usan para corregir dientes o mandíbulas amontonados y desalineados Aparatología fija,"ganchos, frenillos, (los) braces, (los) brákets, tratamiento de ortodoncia",156,"Cuerpo, salud e higiene (6)"
España,Jabón líquido que se usa para lavar el cabello Champú,champú,156,"Cuerpo, salud e higiene (6)"
Guatemala,Jabón líquido que se usa para lavar el cabello Champú,"champú, shampoo",156,"Cuerpo, salud e higiene (6)"
México,Jabón líquido que se usa para lavar el cabello Champú,"champú, shampoo",156,"Cuerpo, salud e higiene (6)"
Puerto Rico,Jabón líquido que se usa para lavar el cabello Champú,"champú, shampoo",156,"Cuerpo, salud e higiene (6)"
España,Agrietar o excoriar la piel de una persona Unnamed: 6_level_1,"irritarse, escocerse, resecarse, escarearse",156,"Cuerpo, salud e higiene (6)"
Guatemala,Agrietar o excoriar la piel de una persona Unnamed: 6_level_1,escaldarse,156,"Cuerpo, salud e higiene (6)"
México,Agrietar o excoriar la piel de una persona Unnamed: 6_level_1,"rozarse, escaldarse, partirse, agrietarse",156,"Cuerpo, salud e higiene (6)"
Puerto Rico,Agrietar o excoriar la piel de una persona Unnamed: 6_level_1,"agrietarse, pelarse, quemarse",156,"Cuerpo, salud e higiene (6)"
España,Envase para manufacturados pequeños que consiste en un soporte de cartón o cartulina sobre el que va pegada una lámina de plástico transparente con cavidades en las que se alojan los distintos artículos Blíster,(el) blíster,156,"Cuerpo, salud e higiene (6)"
Guatemala,Envase para manufacturados pequeños que consiste en un soporte de cartón o cartulina sobre el que va pegada una lámina de plástico transparente con cavidades en las que se alojan los distintos artículos Blíster,(el) blíster,156,"Cuerpo, salud e higiene (6)"
México,Envase para manufacturados pequeños que consiste en un soporte de cartón o cartulina sobre el que va pegada una lámina de plástico transparente con cavidades en las que se alojan los distintos artículos Blíster,(el) blíster,156,"Cuerpo, salud e higiene (6)"
Puerto Rico,Envase para manufacturados pequeños que consiste en un soporte de cartón o cartulina sobre el que va pegada una lámina de plástico transparente con cavidades en las que se alojan los distintos artículos Blíster,"(el) blíster, lámina",156,"Cuerpo, salud e higiene (6)"
España,Inflamación e infección de un folículo piloso que produce un abultamiento pequeño en el borde del párpado Orzuelo,orzuelo,157,"Cuerpo, salud e higiene (7)"
Guatemala,Inflamación e infección de un folículo piloso que produce un abultamiento pequeño en el borde del párpado Orzuelo,escupelo,157,"Cuerpo, salud e higiene (7)"
México,Inflamación e infección de un folículo piloso que produce un abultamiento pequeño en el borde del párpado Orzuelo,"perrilla, xooy",157,"Cuerpo, salud e higiene (7)"
Puerto Rico,Inflamación e infección de un folículo piloso que produce un abultamiento pequeño en el borde del párpado Orzuelo,orzuelo,157,"Cuerpo, salud e higiene (7)"
España,Pliegue de grasa alrededor de la cintura Unnamed: 2_level_1,"flotador, lorza, molla, cartuchera",157,"Cuerpo, salud e higiene (7)"
Guatemala,Pliegue de grasa alrededor de la cintura Unnamed: 2_level_1,"llanta, lonja",157,"Cuerpo, salud e higiene (7)"
México,Pliegue de grasa alrededor de la cintura Unnamed: 2_level_1,"michelín, gordito, llanta, lonja",157,"Cuerpo, salud e higiene (7)"
Puerto Rico,Pliegue de grasa alrededor de la cintura Unnamed: 2_level_1,"chicho, rollito",157,"Cuerpo, salud e higiene (7)"
España,"Excoriación de la piel por efecto del frío, el calor u otro agente externo Unnamed: 3_level_1","escocedura, rozadura",157,"Cuerpo, salud e higiene (7)"
Guatemala,"Excoriación de la piel por efecto del frío, el calor u otro agente externo Unnamed: 3_level_1",escaldadura,157,"Cuerpo, salud e higiene (7)"
México,"Excoriación de la piel por efecto del frío, el calor u otro agente externo Unnamed: 3_level_1","rozadura, excoriación, escoriación",157,"Cuerpo, salud e higiene (7)"
Puerto Rico,"Excoriación de la piel por efecto del frío, el calor u otro agente externo Unnamed: 3_level_1",irritación,157,"Cuerpo, salud e higiene (7)"
España,"Secreción blanda o endurecida de color amarillo que se acumula en los ángulos internos de los ojos o en las pestañas, generalmente durante el sueño; la producen las glándulas sebáceas de los párpados Legaña","legaña, lagaña",157,"Cuerpo, salud e higiene (7)"
Guatemala,"Secreción blanda o endurecida de color amarillo que se acumula en los ángulos internos de los ojos o en las pestañas, generalmente durante el sueño; la producen las glándulas sebáceas de los párpados Legaña",(el) chele,157,"Cuerpo, salud e higiene (7)"
México,"Secreción blanda o endurecida de color amarillo que se acumula en los ángulos internos de los ojos o en las pestañas, generalmente durante el sueño; la producen las glándulas sebáceas de los párpados Legaña","lagaña, legaña",157,"Cuerpo, salud e higiene (7)"
Puerto Rico,"Secreción blanda o endurecida de color amarillo que se acumula en los ángulos internos de los ojos o en las pestañas, generalmente durante el sueño; la producen las glándulas sebáceas de los párpados Legaña",lagaña,157,"Cuerpo, salud e higiene (7)"
España,Pieza agujereada por donde sale el agua de la ducha Unnamed: 5_level_1,"alcachofa, cabezal",157,"Cuerpo, salud e higiene (7)"
Guatemala,Pieza agujereada por donde sale el agua de la ducha Unnamed: 5_level_1,regadera,157,"Cuerpo, salud e higiene (7)"
México,Pieza agujereada por donde sale el agua de la ducha Unnamed: 5_level_1,"regadera, cebolla",157,"Cuerpo, salud e higiene (7)"
Puerto Rico,Pieza agujereada por donde sale el agua de la ducha Unnamed: 5_level_1,"regadera, ducha, (el) shower head",157,"Cuerpo, salud e higiene (7)"
España,"Remitir a un paciente, mediante un parte interconsulta, a otro profesional sanitario, para ofrecerle una atención complementaria tanto para su diagnóstico, su tratamiento como su rehabilitación Unnamed: 6_level_1",derivar,157,"Cuerpo, salud e higiene (7)"
Guatemala,"Remitir a un paciente, mediante un parte interconsulta, a otro profesional sanitario, para ofrecerle una atención complementaria tanto para su diagnóstico, su tratamiento como su rehabilitación Unnamed: 6_level_1",referir,157,"Cuerpo, salud e higiene (7)"
México,"Remitir a un paciente, mediante un parte interconsulta, a otro profesional sanitario, para ofrecerle una atención complementaria tanto para su diagnóstico, su tratamiento como su rehabilitación Unnamed: 6_level_1","canalizar, remitir, referir, derivar, enviar, dar (el) pase",157,"Cuerpo, salud e higiene (7)"
Puerto Rico,"Remitir a un paciente, mediante un parte interconsulta, a otro profesional sanitario, para ofrecerle una atención complementaria tanto para su diagnóstico, su tratamiento como su rehabilitación Unnamed: 6_level_1",referir,157,"Cuerpo, salud e higiene (7)"
España,"Dicho del pelo: Que se compone de mechones con forma de sortija, bucle o tirabuzón Unnamed: 1_level_1",rizado,158,"Cuerpo, salud e higiene (8)"
Guatemala,"Dicho del pelo: Que se compone de mechones con forma de sortija, bucle o tirabuzón Unnamed: 1_level_1","colocho, rizado",158,"Cuerpo, salud e higiene (8)"
México,"Dicho del pelo: Que se compone de mechones con forma de sortija, bucle o tirabuzón Unnamed: 1_level_1","chino, rizado, mulix",158,"Cuerpo, salud e higiene (8)"
Puerto Rico,"Dicho del pelo: Que se compone de mechones con forma de sortija, bucle o tirabuzón Unnamed: 1_level_1",rizo,158,"Cuerpo, salud e higiene (8)"
España,"Malestar que se siente a grandes alturas en las cordilleras por la falta de oxígeno y el enrarecimiento del aire, y que se manifiesta con mareos, bajada de presión, dolor de cabeza o trastornos respiratorios Mal de montaña","mal de montaña, mal agudo, mal de altura",158,"Cuerpo, salud e higiene (8)"
Guatemala,"Malestar que se siente a grandes alturas en las cordilleras por la falta de oxígeno y el enrarecimiento del aire, y que se manifiesta con mareos, bajada de presión, dolor de cabeza o trastornos respiratorios Mal de montaña",mal de montaña,158,"Cuerpo, salud e higiene (8)"
México,"Malestar que se siente a grandes alturas en las cordilleras por la falta de oxígeno y el enrarecimiento del aire, y que se manifiesta con mareos, bajada de presión, dolor de cabeza o trastornos respiratorios Mal de montaña","mal de altura, mal de montaña",158,"Cuerpo, salud e higiene (8)"
Puerto Rico,"Malestar que se siente a grandes alturas en las cordilleras por la falta de oxígeno y el enrarecimiento del aire, y que se manifiesta con mareos, bajada de presión, dolor de cabeza o trastornos respiratorios Mal de montaña",mal de altura,158,"Cuerpo, salud e higiene (8)"
España,"Acto de remitir a un paciente, mediante un parte interconsulta, a otro profesional sanitario, para ofrecerle una atención complementaria tanto para su diagnóstico, su tratamiento como su rehabilitación Derivación sanitaria",derivación,158,"Cuerpo, salud e higiene (8)"
Guatemala,"Acto de remitir a un paciente, mediante un parte interconsulta, a otro profesional sanitario, para ofrecerle una atención complementaria tanto para su diagnóstico, su tratamiento como su rehabilitación Derivación sanitaria",referencia,158,"Cuerpo, salud e higiene (8)"
México,"Acto de remitir a un paciente, mediante un parte interconsulta, a otro profesional sanitario, para ofrecerle una atención complementaria tanto para su diagnóstico, su tratamiento como su rehabilitación Derivación sanitaria","canalización, remisión, referencia, derivación, pase (a especialidad)",158,"Cuerpo, salud e higiene (8)"
Puerto Rico,"Acto de remitir a un paciente, mediante un parte interconsulta, a otro profesional sanitario, para ofrecerle una atención complementaria tanto para su diagnóstico, su tratamiento como su rehabilitación Derivación sanitaria",referencia,158,"Cuerpo, salud e higiene (8)"
España,"En algunos países, servicio estatal o privado destinado a la prevención y remedio de los riesgos que puedan presentarse para la salud Seguridad social",seguridad social,158,"Cuerpo, salud e higiene (8)"
Guatemala,"En algunos países, servicio estatal o privado destinado a la prevención y remedio de los riesgos que puedan presentarse para la salud Seguridad social",seguridad social,158,"Cuerpo, salud e higiene (8)"
México,"En algunos países, servicio estatal o privado destinado a la prevención y remedio de los riesgos que puedan presentarse para la salud Seguridad social",seguro social,158,"Cuerpo, salud e higiene (8)"
Puerto Rico,"En algunos países, servicio estatal o privado destinado a la prevención y remedio de los riesgos que puedan presentarse para la salud Seguridad social",seguro social,158,"Cuerpo, salud e higiene (8)"
España,Región exterior del cuerpo correspondiente a la cavidad que contiene el estómago y los intestinos Abdomen,"tripa, barriga, panza",158,"Cuerpo, salud e higiene (8)"
Guatemala,Región exterior del cuerpo correspondiente a la cavidad que contiene el estómago y los intestinos Abdomen,"barriga, panza",158,"Cuerpo, salud e higiene (8)"
México,Región exterior del cuerpo correspondiente a la cavidad que contiene el estómago y los intestinos Abdomen,"panza, barriga",158,"Cuerpo, salud e higiene (8)"
Puerto Rico,Región exterior del cuerpo correspondiente a la cavidad que contiene el estómago y los intestinos Abdomen,"barriga, panza, pipa",158,"Cuerpo, salud e higiene (8)"
España,Meter o dejar a una persona en una institución para que permanezca en ella o para que se someta a un tratamiento Unnamed: 1_level_1,"ingresar, hospitalizar",159,"Cuerpo, salud e higiene (9)"
Guatemala,Meter o dejar a una persona en una institución para que permanezca en ella o para que se someta a un tratamiento Unnamed: 1_level_1,"internar, hospitalizar",159,"Cuerpo, salud e higiene (9)"
México,Meter o dejar a una persona en una institución para que permanezca en ella o para que se someta a un tratamiento Unnamed: 1_level_1,"internar, ingresar, hospitalizar",159,"Cuerpo, salud e higiene (9)"
Puerto Rico,Meter o dejar a una persona en una institución para que permanezca en ella o para que se someta a un tratamiento Unnamed: 1_level_1,"internar, ingresar, hospitalizar",159,"Cuerpo, salud e higiene (9)"
España,"Medicamento que se utiliza para retrasar o evitar la ovulación con el fin de impedir un embarazo no deseado, entre ellos los embarazos adolescentes, desde las primeras horas después de haber tenido relaciones sexuales sin protección Píldora del día después",pastilla del día después,159,"Cuerpo, salud e higiene (9)"
Guatemala,"Medicamento que se utiliza para retrasar o evitar la ovulación con el fin de impedir un embarazo no deseado, entre ellos los embarazos adolescentes, desde las primeras horas después de haber tenido relaciones sexuales sin protección Píldora del día después",pastilla del día después,159,"Cuerpo, salud e higiene (9)"
México,"Medicamento que se utiliza para retrasar o evitar la ovulación con el fin de impedir un embarazo no deseado, entre ellos los embarazos adolescentes, desde las primeras horas después de haber tenido relaciones sexuales sin protección Píldora del día después",píldora del día siguiente,159,"Cuerpo, salud e higiene (9)"
Puerto Rico,"Medicamento que se utiliza para retrasar o evitar la ovulación con el fin de impedir un embarazo no deseado, entre ellos los embarazos adolescentes, desde las primeras horas después de haber tenido relaciones sexuales sin protección Píldora del día después","pastilla del día siguiente, píldora del día siguiente",159,"Cuerpo, salud e higiene (9)"
España,Sustancia viscosa que se usa para fijar el cabello Fijador (pelo),gomina,159,"Cuerpo, salud e higiene (9)"
Guatemala,Sustancia viscosa que se usa para fijar el cabello Fijador (pelo),"gel, gelatina",159,"Cuerpo, salud e higiene (9)"
México,Sustancia viscosa que se usa para fijar el cabello Fijador (pelo),gel,159,"Cuerpo, salud e higiene (9)"
Puerto Rico,Sustancia viscosa que se usa para fijar el cabello Fijador (pelo),gel,159,"Cuerpo, salud e higiene (9)"
España,Barniz para dar brillo a las uñas y colorearlas Esmalte de uñas,"pintaúñas, esmalte de uñas",159,"Cuerpo, salud e higiene (9)"
Guatemala,Barniz para dar brillo a las uñas y colorearlas Esmalte de uñas,"pintaúñas, pintura de uñas, esmalte de uñas",159,"Cuerpo, salud e higiene (9)"
México,Barniz para dar brillo a las uñas y colorearlas Esmalte de uñas,"barniz de uñas, esmalte de uñas",159,"Cuerpo, salud e higiene (9)"
Puerto Rico,Barniz para dar brillo a las uñas y colorearlas Esmalte de uñas,"esmalte de uñas, pintaúñas, (el) cutex",159,"Cuerpo, salud e higiene (9)"
España,Pinza metálica de forma recta con acabado de dos puntas para hacer presión con los dedos y extraer o arrancar el vello de una parte del cuerpo que se desea depilar Pinza de depilación,"pinzas de depilar, pinza de depilar",160,"Cuerpo, salud e higiene (10)"
Guatemala,Pinza metálica de forma recta con acabado de dos puntas para hacer presión con los dedos y extraer o arrancar el vello de una parte del cuerpo que se desea depilar Pinza de depilación,pinzas (para depilar),160,"Cuerpo, salud e higiene (10)"
México,Pinza metálica de forma recta con acabado de dos puntas para hacer presión con los dedos y extraer o arrancar el vello de una parte del cuerpo que se desea depilar Pinza de depilación,"pincita para (sacar) las cejas, pinzas para depilar, depilador",160,"Cuerpo, salud e higiene (10)"
Puerto Rico,Pinza metálica de forma recta con acabado de dos puntas para hacer presión con los dedos y extraer o arrancar el vello de una parte del cuerpo que se desea depilar Pinza de depilación,pinza de sacar las cejas,160,"Cuerpo, salud e higiene (10)"
España,Producto utilizado para la higiene bucal y dental. Es una sustancia gelatinosa que generalmente se aplica en un cepillo de dientes y se utiliza para limpiar y mantener la salud de los dientes y las encías Dentífrico,"pasta de dientes, crema dental, dentífrico, pasta dental",160,"Cuerpo, salud e higiene (10)"
Guatemala,Producto utilizado para la higiene bucal y dental. Es una sustancia gelatinosa que generalmente se aplica en un cepillo de dientes y se utiliza para limpiar y mantener la salud de los dientes y las encías Dentífrico,"pasta de dientes, pasta dental",160,"Cuerpo, salud e higiene (10)"
México,Producto utilizado para la higiene bucal y dental. Es una sustancia gelatinosa que generalmente se aplica en un cepillo de dientes y se utiliza para limpiar y mantener la salud de los dientes y las encías Dentífrico,"pasta de dientes, pasta dental, pasta para dientes",160,"Cuerpo, salud e higiene (10)"
Puerto Rico,Producto utilizado para la higiene bucal y dental. Es una sustancia gelatinosa que generalmente se aplica en un cepillo de dientes y se utiliza para limpiar y mantener la salud de los dientes y las encías Dentífrico,"pasta de dientes, pasta dental",160,"Cuerpo, salud e higiene (10)"
España,"Loción, gel, aerosol u otro tópico que evita o disminuye los efectos causados por la radiación solar Protector solar",protector solar,160,"Cuerpo, salud e higiene (10)"
Guatemala,"Loción, gel, aerosol u otro tópico que evita o disminuye los efectos causados por la radiación solar Protector solar","protector, bloqueador solar",160,"Cuerpo, salud e higiene (10)"
México,"Loción, gel, aerosol u otro tópico que evita o disminuye los efectos causados por la radiación solar Protector solar","protector solar, bloqueador solar",160,"Cuerpo, salud e higiene (10)"
Puerto Rico,"Loción, gel, aerosol u otro tópico que evita o disminuye los efectos causados por la radiación solar Protector solar",bloqueador solar,160,"Cuerpo, salud e higiene (10)"
España,Cosmético y maquillaje utilizado para definir el contorno de los ojos. Se aplica alrededor del mismo para crear una variedad de ilusiones estéticas Delineador de ojos,lápiz de ojos,160,"Cuerpo, salud e higiene (10)"
Guatemala,Cosmético y maquillaje utilizado para definir el contorno de los ojos. Se aplica alrededor del mismo para crear una variedad de ilusiones estéticas Delineador de ojos,delineador (de ojos),160,"Cuerpo, salud e higiene (10)"
México,Cosmético y maquillaje utilizado para definir el contorno de los ojos. Se aplica alrededor del mismo para crear una variedad de ilusiones estéticas Delineador de ojos,"delineador (de/para ojos), (el) kejel, lápiz delineador",160,"Cuerpo, salud e higiene (10)"
Puerto Rico,Cosmético y maquillaje utilizado para definir el contorno de los ojos. Se aplica alrededor del mismo para crear una variedad de ilusiones estéticas Delineador de ojos,"delineador (de ojos), (el) eyeliner",160,"Cuerpo, salud e higiene (10)"
